Time,Count1,Count2,Count3,Count4,Count5,Count6,0~5,5~10,10~15,15~20,20~25,25~30,30~35,35~40,40~45,45~50,50~55,55~60,60~65,65~70,70~75,75~80,80~85,85~90,90~95,95~100,100~105,105~110,110~115,115~120,120~125,125~130,130~135,135~140,140~145,145~150,150~155,155~160,160~165,165~170,170~175,175~180,180~185,185~190,190~195,195~200,Total,Sigma,Dm,Rel.Humidity,Pressure,Ambient,0.2um,0.3um,0.5um,0.7um,1.0um,2.0um,2.5um,3.0um,5.0um,7.0um,10um,>10um,PM1,PM2.5,PM10,Surface Area
22:00:00,971.1,914.5,667.7,575.7,540.5,460.1,0.002,0.059,0.375,1.245,2.91,5.484,8.934,13.107,17.77,22.653,27.484,32.022,36.069,39.481,42.166,44.085,45.239,45.665,45.425,44.597,43.271,41.538,39.489,37.21,34.778,32.263,29.724,27.209,24.76,22.407,20.173,18.075,16.121,14.317,12.665,11.161,9.8,8.577,7.482,6.507,971.1,2.3001093E-8,1.07941724E-7,44.19,984.82,25.78,6.45143,1.46286,0.605714,0.211429,0.2,0.0628571,0.08,0.0514286,0.0171429,0,0,0.0342857,9.30248e-07,1.51846e-06,2.65293e-06,41.8844
22:03:20,916.5,869.1,736.2,707.4,679,488.5,0,0.021,0.166,0.636,1.655,3.396,5.927,9.211,13.112,17.43,21.932,26.382,30.564,34.3,37.454,39.941,41.719,42.785,43.168,42.925,42.127,40.855,39.195,37.234,35.052,32.725,30.318,27.889,25.485,23.146,20.901,18.772,16.776,14.921,13.212,11.65,10.231,8.952,7.805,6.782,916.5,2.2795502E-8,1.1179636E-7,42.69,984.79,25.87,6.06857,1.04571,0.508571,0.274286,0.205714,0.0971429,0.0285714,0.0457143,0.0228571,0.0228571,0.00571429,0.0171429,9.40459e-07,1.28253e-06,6.96881e-06,45.1024
22:06:41,1036,924.7,794,768.7,608.4,581.8,0.022,0.367,1.579,3.976,7.571,12.151,17.385,22.903,28.356,33.445,37.946,41.705,44.636,46.71,47.948,48.402,48.151,47.286,45.907,44.111,41.996,39.648,37.147,34.563,31.954,29.369,26.848,24.42,22.108,19.929,17.892,16.002,14.261,12.667,11.216,9.902,8.718,7.654,6.704,5.858,1036,2.3608481E-8,1.00523764E-7,44.09,984.77,25.88,8.03429,1.64571,0.617143,0.268571,0.182857,0.0971429,0.0685714,0.0342857,0.0285714,0.0114286,0,0.04,8.7649e-07,1.45712e-06,4.08045e-06,41.8442
22:10:01,1038,1010,779.7,728.1,706,705.8,0,0,0,0,0,0.001,0.003,0.016,0.057,0.169,0.428,0.949,1.884,3.404,5.67,8.801,12.843,17.746,23.358,29.433,35.663,41.704,47.218,51.906,55.535,57.956,59.107,59.009,57.756,55.497,52.417,48.716,44.598,40.253,35.849,31.527,27.398,23.543,20.016,16.846,1038,1.7952814E-8,1.4378324E-7,44.69,984.78,25.64,6.79429,1.42286,0.662857,0.302857,0.342857,0.211429,0.0457143,0.0342857,0.0285714,0.0114286,0,0.0457143,1.76537e-06,2.41164e-06,5.03496e-06,70.014
22:13:21,869.8,839.5,793.8,791.1,607.8,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0.018,0.062,0.182,0.471,1.092,2.283,4.35,7.614,12.334,18.608,26.294,34.975,43.985,52.507,59.71,64.892,67.593,67.658,65.237,60.725,54.678,47.712,40.415,33.283,26.688,869.8,1.2878971E-8,1.6438615E-7,43.06,984.76,25.66,7.82857,1.57143,0.731429,0.337143,0.205714,0.0685714,0.0514286,0.0342857,0.0228571,0,0.00571429,0.0342857,1.99117e-06,2.41907e-06,5.39583e-06,72.4648
22:16:41,798.8,724.7,649.2,612,561.5,462.7,0,0,0,0.008,0.069,0.348,1.213,3.23,6.997,12.894,20.859,30.318,40.292,49.63,57.269,62.443,64.788,64.336,61.442,56.664,50.638,43.982,37.224,30.767,24.885,19.729,15.355,11.749,8.848,6.566,4.805,3.472,2.478,1.749,1.221,0.844,0.578,0.392,0.264,0.176,798.8,1.2659427E-8,9.1377104E-8,43.78,984.76,25.92,5.81714,1.25143,0.571429,0.285714,0.171429,0.0628571,0.0228571,0.0228571,0.0342857,0.0171429,0,0.0171429,5.37719e-07,7.85119e-07,4.12175e-06,29.8242
22:20:01,1216,1010,677.5,654.8,650.7,596.7,0,0,0.009,0.103,0.596,2.187,5.88,12.606,22.759,35.913,50.854,65.883,79.239,89.48,95.72,97.696,95.694,90.386,82.657,73.432,63.558,53.729,44.456,36.069,28.743,22.529,17.391,13.237,9.943,7.378,5.413,3.929,2.823,2.01,1.418,0.992,0.689,0.475,0.325,0.221,1216,1.2900935E-8,8.5395924E-8,42.81,984.79,25.78,7.36,1.36,0.64,0.257143,0.165714,0.12,0.0514286,0.00571429,0.0285714,0.00571429,0,0.0342857,6.60091e-07,1.17887e-06,2.84481e-06,36.9952
22:23:21,877.2,828.1,683.1,632,620.4,600.2,0.044,0.562,2.085,4.75,8.406,12.75,17.438,22.142,26.588,30.565,33.931,36.607,38.563,39.811,40.394,40.374,39.827,38.834,37.477,35.834,33.98,31.98,29.893,27.768,25.646,23.562,21.543,19.608,17.772,16.045,14.434,12.94,11.564,10.303,9.154,8.111,7.169,6.322,5.562,4.883,877.2,2.414801E-8,9.8661068E-8,43.51,984.77,26.06,6.33143,1.07429,0.542857,0.36,0.171429,0.0857143,0.0342857,0.0171429,0.0228571,0,0.00571429,0.0457143,7.36611e-07,1.09256e-06,3.88265e-06,34.0758
22:26:41,1057,1053,863.1,811.1,786.1,574.5,0,0,0.01,0.111,0.602,2.1,5.438,11.329,20.018,31.089,43.524,55.955,66.991,75.503,80.797,82.658,81.293,77.215,71.105,63.688,55.638,47.52,39.76,32.649,26.352,20.936,16.391,12.66,9.656,7.279,5.428,4.006,2.928,2.121,1.524,1.086,0.768,0.539,0.376,0.261,1057,1.3277987E-8,8.6188634E-8,42.6,984.79,25.85,8.77714,1.73714,0.542857,0.268571,0.182857,0.125714,0.08,0.0342857,0.0228571,0.00571429,0,0.0342857,6.12107e-07,1.31139e-06,3.09696e-06,34.366
22:30:02,970.8,895.7,758.2,735.5,623.8,539.5,0.01,0.196,0.959,2.635,5.352,9.038,13.475,18.369,23.408,28.302,32.808,36.739,39.973,42.443,44.132,45.063,45.287,44.879,43.923,42.51,40.731,38.673,36.416,34.033,31.586,29.129,26.705,24.35,22.091,19.947,17.932,16.054,14.318,12.723,11.268,9.946,8.753,7.682,6.723,5.868,970.8,2.3473104E-8,1.03249604E-7,43.36,984.8,26.13,8.33143,1.91429,0.577143,0.251429,0.268571,0.131429,0.0685714,0.0457143,0.0342857,0.0114286,0,0.0457143,8.91973e-07,1.53319e-06,4.47245e-06,41.9867
22:33:22,1411,1058,1020,880.8,857.5,801.8,1.872,13.993,35.268,59.144,80.543,96.701,106.709,110.848,110.038,105.439,98.212,89.384,79.793,70.074,60.682,51.913,43.941,36.846,30.639,25.288,20.731,16.893,13.689,11.037,8.857,7.078,5.634,4.468,3.531,2.782,2.186,1.712,1.338,1.043,0.811,0.63,0.488,0.377,0.291,0.224,1411,1.4445729E-8,5.4545442E-8,43.77,984.78,25.8,7.93714,1.28571,0.428571,0.28,0.222857,0.0685714,0.0571429,0.0457143,0.0114286,0.00571429,0.0114286,0.0571429,3.83704e-07,8.45687e-07,6.04764e-06,25.4909
22:36:42,1111,1054,961.4,870.7,850.7,696.1,0,0.003,0.04,0.208,0.681,1.674,3.383,5.938,9.37,13.606,18.481,23.762,29.187,34.487,39.416,43.767,47.386,50.171,52.076,53.1,53.286,52.703,51.444,49.615,47.327,44.688,41.802,38.765,35.66,32.558,29.519,26.589,23.802,21.185,18.754,16.517,14.476,12.63,10.971,9.491,1111,2.2113506E-8,1.17951772E-7,42.1,984.82,26.27,11.6457,2,0.777143,0.582857,0.245714,0.0914286,0.0571429,0.04,0.0628571,0.0171429,0.0114286,0.102857,1.29219e-06,1.79457e-06,9.95023e-06,60.5171
22:40:02,1243,781.5,732.7,664.1,562,552.8,17.807,53.124,79.647,95.648,102.882,103.598,99.832,93.229,85.036,76.155,67.208,58.605,50.594,43.311,36.807,31.084,26.107,21.82,18.159,15.054,12.436,10.241,8.41,6.888,5.628,4.588,3.733,3.031,2.457,1.989,1.607,1.297,1.045,0.841,0.676,0.543,0.436,0.349,0.28,0.224,1243,1.4822146E-8,4.5204554E-8,43.57,984.85,25.98,8.06286,1.50857,0.702857,0.291429,0.285714,0.131429,0.0571429,0.0285714,0.0342857,0.0114286,0.00571429,0.0342857,3.28824e-07,9.01884e-07,5.49193e-06,20.5534
22:43:22,1323,1018,859.8,811.7,807.5,614,0,0.003,0.066,0.514,2.165,6.209,13.692,24.955,39.375,55.497,71.437,85.359,95.844,102.091,103.934,101.737,96.219,88.278,78.835,68.719,58.612,49.015,40.262,32.535,25.899,20.334,15.763,12.075,9.15,6.863,5.098,3.754,2.741,1.986,1.428,1.02,0.723,0.51,0.358,0.249,1323,1.3289333E-8,8.1097326E-8,41.56,984.87,26.27,8.41143,1.64,0.777143,0.314286,0.211429,0.0857143,0.0514286,0.0342857,0.0342857,0.0114286,0.00571429,0.0228571,6.72767e-07,1.13096e-06,5.78323e-06,39.8577
22:46:42,1085,799.7,631.8,593.2,592.4,562.5,0.022,0.613,3.491,10.154,20.671,33.792,47.642,60.383,70.631,77.606,81.096,81.328,78.81,74.182,68.107,61.192,53.948,46.774,39.956,33.681,28.053,23.114,18.858,15.248,12.228,9.732,7.691,6.039,4.713,3.658,2.824,2.17,1.659,1.264,0.958,0.724,0.545,0.409,0.306,0.228,1085,1.4357985E-8,6.7734654E-8,43.42,984.91,26.07,7.94857,1.31429,0.6,0.228571,0.154286,0.0971429,0.102857,0.04,0.0114286,0.00571429,0.00571429,0.0171429,4.07524e-07,1.19264e-06,4.49491e-06,26.3773
22:50:03,1138,917.8,806.1,692.2,681.1,665.7,0.057,1.24,5.982,15.51,28.977,44.286,59.114,71.593,80.581,85.662,86.988,85.081,80.652,74.453,67.186,59.444,51.695,44.276,37.412,31.231,25.788,21.084,17.084,13.73,10.952,8.676,6.829,5.343,4.158,3.219,2.481,1.903,1.454,1.106,0.838,0.633,0.477,0.358,0.268,0.2,1138,1.4224457E-8,6.4626782E-8,43.4,984.92,25.74,6.98286,1.12571,0.542857,0.251429,0.165714,0.0971429,0.0342857,0.0228571,0.0514286,0.00571429,0,0.0171429,3.93403e-07,7.69553e-07,3.38811e-06,24.975
22:53:23,1093,921.2,853,732.5,718.2,696.1,0.005,0.219,1.622,5.668,13.22,24.024,36.871,50.107,62.123,71.697,78.127,81.217,81.176,78.478,73.733,67.581,60.612,53.331,46.133,39.303,33.027,27.411,22.495,18.271,14.701,11.726,9.278,7.286,5.683,4.404,3.393,2.599,1.98,1.502,1.133,0.852,0.637,0.475,0.353,0.261,1093,1.4340527E-8,7.159963E-8,42.05,984.89,25.88,9.07429,1.45714,0.697143,0.4,0.354286,0.0742857,0.0571429,0.04,0.0228571,0.0171429,0,0.0457143,5.36517e-07,1.0086e-06,4.14893e-06,28.825
22:56:43,1587,782.1,777.8,736.1,717.8,643,52.36,108.274,134.353,143.111,141.427,133.647,122.591,110.086,97.296,84.933,73.41,62.938,53.597,45.382,38.238,32.082,26.817,22.343,18.561,15.379,12.713,10.487,8.633,7.095,5.822,4.77,3.902,3.189,2.602,2.122,1.728,1.406,1.143,0.928,0.753,0.611,0.495,0.401,0.324,0.262,1587,1.4638564E-8,4.0298914E-8,43.34,984.89,26.01,9.52571,1.47429,0.622857,0.308571,0.154286,0.0971429,0.0514286,0.0285714,0.0342857,0.00571429,0,0.0228571,2.96125e-07,7.74516e-07,2.88083e-06,18.9913
23:00:03,944.2,824.8,767.5,696.2,689.7,644.2,0.035,0.797,3.959,10.536,20.162,31.519,42.998,53.186,61.109,66.287,68.664,68.489,66.194,62.292,57.292,51.658,45.775,39.944,34.384,29.238,24.591,20.477,16.899,13.831,11.234,9.062,7.262,5.786,4.584,3.613,2.834,2.213,1.721,1.333,1.029,0.791,0.606,0.463,0.353,0.268,944.2,1.4896543E-8,6.7881728E-8,42.28,984.93,25.94,9.43429,1.65714,0.651429,0.177143,0.16,0.0857143,0.0342857,0.0514286,0.0228571,0.00571429,0,0.0514286,3.76834e-07,7.32788e-07,2.70503e-06,22.4904
23:03:23,1474,796.7,736.5,603.8,601,596.5,26.012,72.469,104.361,121.806,128.112,126.606,120.032,110.476,99.446,87.982,76.771,66.233,56.606,47.993,40.413,33.828,28.17,23.351,19.278,15.857,13.001,10.627,8.663,7.045,5.716,4.629,3.741,3.017,2.43,1.954,1.569,1.258,1.008,0.806,0.644,0.514,0.41,0.327,0.26,0.207,1474,1.4365511E-8,4.3097704E-8,43.17,985,26.12,7.44571,1.30286,0.537143,0.28,0.171429,0.08,0.0114286,0.0171429,0.0285714,0.0114286,0.00571429,0.0628571,2.9399e-07,5.03523e-07,4.77763e-06,19.6448
23:06:43,1341,921.8,744.4,664.1,641,628.1,1.982,14.479,35.913,59.473,80.133,95.304,104.262,107.438,105.844,100.687,93.133,84.192,74.666,65.154,56.069,47.673,40.11,33.434,27.639,22.681,18.488,14.98,12.071,9.678,7.724,6.139,4.86,3.834,3.014,2.362,1.846,1.438,1.118,0.867,0.671,0.518,0.399,0.307,0.236,0.181,1341,1.4200773E-8,5.342735E-8,43.5,984.94,25.8,6.38857,1.17714,0.508571,0.228571,0.171429,0.114286,0.0457143,0.0285714,0,0,0,0.0285714,3.37568e-07,8.12173e-07,1.12329e-06,19.7329
23:10:04,1038,816.5,732.7,725.1,722.2,701.2,0.948,8.001,21.706,38.252,54.028,66.733,75.341,79.755,80.439,78.128,73.627,67.692,60.965,53.957,47.045,40.49,34.455,29.027,24.237,20.077,16.512,13.492,10.959,8.854,7.118,5.697,4.54,3.604,2.851,2.247,1.766,1.384,1.081,0.843,0.655,0.508,0.393,0.304,0.234,0.18,1038,1.4549872E-8,5.6240324E-8,42.7,984.97,26.32,6.38857,1.24571,0.548571,0.217143,0.142857,0.08,0.04,0.0457143,0.0114286,0,0,0.00571429,2.99403e-07,6.79339e-07,1.56011e-06,17.7959
23:13:24,1318,900.1,701.8,619.8,560.5,532.7,1.16,10.112,27.885,49.545,70.246,86.859,97.99,103.517,104.085,100.708,94.483,86.435,77.426,68.132,59.045,50.497,42.688,35.72,29.619,24.361,19.89,16.132,13.005,10.427,8.318,6.605,5.222,4.113,3.227,2.523,1.967,1.528,1.184,0.915,0.706,0.543,0.417,0.319,0.244,0.186,1318,1.4226639E-8,5.5404498E-8,43.33,985,25.93,6.56571,1.28,0.537143,0.205714,0.154286,0.0857143,0.0457143,0.0342857,0.0228571,0,0,0.0514286,3.43591e-07,7.67706e-07,1.907e-06,21.4429
23:16:44,1498,1334,1011,976,941.8,831.1,0.009,0.214,1.141,3.331,7.074,12.359,18.929,26.373,34.215,41.988,49.28,55.762,61.202,65.459,68.479,70.274,70.913,70.504,69.177,67.077,64.353,61.147,57.595,53.817,49.919,45.992,42.111,38.336,34.712,31.275,28.047,25.043,22.27,19.728,17.413,15.317,13.43,11.74,10.233,8.896,1498,2.3036202E-8,1.03655296E-7,43.24,984.98,25.78,10.9371,1.8,0.725714,0.331429,0.217143,0.0857143,0.0514286,0.0628571,0.04,0.00571429,0.00571429,0.0171429,1.30428e-06,1.76248e-06,6.27108e-06,62.0035
23:20:04,1346,1172,1100,1056,1022,886,0,0.02,0.279,1.524,4.963,11.69,22.096,35.617,50.906,66.228,79.895,90.594,97.548,100.533,99.784,95.861,89.498,81.476,72.527,63.278,54.218,45.702,37.954,31.094,25.158,20.124,15.927,12.482,9.694,7.465,5.703,4.325,3.257,2.437,1.812,1.34,0.985,0.721,0.525,0.38,1346,1.408117E-8,7.915584E-8,41.96,984.97,25.81,13.0857,2.65143,0.971429,0.394286,0.337143,0.234286,0.04,0.0228571,0.0285714,0.0114286,0,0.0514286,7.30568e-07,1.38315e-06,3.88203e-06,39.0408
23:23:24,1512,1277,1056,978,915.8,876.1,0.169,2.771,11.271,26.125,45.12,65.107,83.248,97.591,107.17,111.846,112.057,108.576,102.311,94.156,84.914,75.246,65.661,56.525,48.076,40.451,33.706,27.84,22.811,18.555,14.992,12.039,9.613,7.635,6.035,4.748,3.72,2.903,2.257,1.748,1.35,1.039,0.798,0.611,0.466,0.355,1512,1.4758663E-8,6.4032414E-8,42.82,984.99,26.04,12.5086,2.54286,1.01143,0.291429,0.205714,0.0685714,0.0742857,0.0514286,0.0514286,0.0114286,0,0.0628571,5.34563e-07,1.09879e-06,4.67473e-06,33.4314
23:26:45,1245,1120,1018,1001,944,768.1,0.003,0.085,0.527,1.712,3.938,7.33,11.827,17.217,23.195,29.414,35.533,41.253,46.33,50.589,53.925,56.29,57.693,58.183,57.839,56.762,55.064,52.859,50.261,47.377,44.303,41.125,37.917,34.741,31.645,28.669,25.842,23.183,20.706,18.416,16.315,14.4,12.666,11.103,9.703,8.454,1245,2.3187322E-8,1.0798832E-7,42.03,984.99,25.91,11.08,1.88571,0.748571,0.371429,0.325714,0.102857,0.102857,0.0685714,0.0342857,0.00571429,0.00571429,0.04,1.22478e-06,2.01999e-06,6.39933e-06,56.6713
23:30:05,1387,1058,941.8,898.2,863.5,847,7.512,32.301,59.454,81.676,96.877,105.195,107.689,105.691,100.498,93.237,84.811,75.912,67.039,58.533,50.61,43.39,36.926,31.221,26.243,21.945,18.265,15.138,12.499,10.283,8.433,6.895,5.622,4.573,3.71,3.004,2.427,1.958,1.576,1.266,1.016,0.814,0.651,0.52,0.415,0.331,1387,1.5300786E-8,5.1053522E-8,41.49,984.93,26.04,11.9143,2.42286,0.857143,0.537143,0.257143,0.16,0.0685714,0.0171429,0.0685714,0.04,0,0.04,4.28317e-07,1.12003e-06,8.12844e-06,28.9706
23:33:25,1555,922.8,754.5,739,641.7,624.7,31.816,82.181,114.019,130.191,135.011,132.176,124.533,114.164,102.531,90.624,79.083,68.294,58.465,49.683,41.954,35.234,29.449,24.509,20.322,16.793,13.835,11.367,9.316,7.617,6.216,5.062,4.115,3.34,2.707,2.191,1.77,1.429,1.152,0.928,0.747,0.6,0.482,0.387,0.31,0.248,1555,1.4595901E-8,4.284755E-8,42.7,984.9,26.09,8.95429,1.73714,0.531429,0.331429,0.194286,0.108571,0.0685714,0.0457143,0.0457143,0.00571429,0,0.04,3.22446e-07,9.23275e-07,3.59924e-06,21.2711
23:36:45,959.7,905,849.7,779.1,778,604.5,0.001,0.045,0.304,1.044,2.505,4.818,7.983,11.882,16.31,21.019,25.748,30.26,34.35,37.866,40.704,42.808,44.169,44.81,44.783,44.159,43.02,41.453,39.548,37.389,35.054,32.614,30.129,27.652,25.224,22.88,20.643,18.534,16.562,14.736,13.058,11.526,10.136,8.884,7.76,6.758,959.7,2.3091035E-8,1.09474136E-7,41.84,984.89,25.96,8.70857,1.53714,0.765714,0.377143,0.194286,0.0914286,0.0971429,0.00571429,0.0342857,0.0171429,0.0114286,0.0571429,9.64129e-07,1.70507e-06,8.52994e-06,47.1926
23:40:05,1500,971.2,804.4,689.1,647.4,589.1,13.896,49.849,82.507,105.453,118.462,123.16,121.599,115.706,107.092,97.006,86.367,75.817,65.777,56.501,48.121,40.681,34.17,28.537,23.712,19.613,16.157,13.26,10.846,8.845,7.192,5.833,4.72,3.81,3.07,2.468,1.981,1.588,1.27,1.015,0.81,0.645,0.513,0.408,0.324,0.257,1500,1.4718398E-8,4.70938E-8,42.68,984.89,26.15,9.22857,1.52571,0.708571,0.291429,0.257143,0.08,0.0342857,0.0285714,0.0342857,0.00571429,0,0.0285714,3.6646e-07,7.12316e-07,2.81863e-06,21.1422
23:46:45,1357,1066,912.5,858.8,734.8,698.7,0.155,2.593,10.641,24.736,42.696,61.442,78.237,91.242,99.601,103.263,102.727,98.794,92.367,84.318,75.409,66.253,57.31,48.897,41.214,34.36,28.365,23.209,18.837,15.176,12.143,9.657,7.635,6.005,4.699,3.66,2.839,2.193,1.688,1.294,0.989,0.754,0.573,0.434,0.328,0.247,1357,1.4376828E-8,6.2669556E-8,43.32,984.89,25.81,8.66286,1.86286,0.651429,0.291429,0.16,0.125714,0.08,0.0342857,0.0514286,0.00571429,0,0.0514286,4.42134e-07,1.14142e-06,3.88442e-06,28.9936
23:50:06,1060,825.7,779.5,725.8,715.4,644,3.845,19.074,38.133,55.317,68.261,76.417,80.158,80.256,77.595,73.008,67.212,60.783,54.157,47.651,41.476,35.765,30.59,25.974,21.914,18.383,15.341,12.743,10.54,8.684,7.129,5.833,4.759,3.871,3.141,2.543,2.054,1.655,1.331,1.069,0.856,0.685,0.547,0.437,0.348,0.277,1060,1.5427945E-8,5.3187836E-8,42.27,984.91,26.3,9.94857,1.65714,0.668571,0.342857,0.211429,0.0628571,0.0285714,0.0457143,0.0457143,0.0228571,0,0.04,3.38131e-07,6.19612e-07,5.23439e-06,21.6534
23:53:26,981.2,847.5,785.1,785.1,745.8,737.7,0.947,7.516,19.786,34.364,48.237,59.523,67.372,71.682,72.804,71.313,67.857,63.053,57.441,51.458,45.441,39.63,34.188,29.21,24.744,20.801,17.367,14.409,11.887,9.756,7.969,6.481,5.25,4.237,3.407,2.731,2.183,1.739,1.383,1.096,0.867,0.684,0.539,0.424,0.332,0.26,981.2,1.52776E-8,5.819593E-8,43.37,984.92,25.84,9.30857,1.71429,0.731429,0.285714,0.177143,0.0914286,0.0685714,0.0228571,0.0571429,0,0.0114286,0.0457143,3.38487e-07,9.09023e-07,6.74771e-06,23.1812
